project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
Buildafina Golf View,By Buildafina Group in Domlur,Domlur,1675 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.24Cr 							",,Ready-to-move,,,
Axis Viviana,By Axis Concept Construction Pvt. Ltd. in Domlur,Domlur,1755 - 2980 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.18Cr  - 2.01Cr 							",,Ready-to-move,,,
Shri Balaji Ocean,By Shri Balaji Builders in Chandapura-Sarjapura Road,Chandapura-Sarjapura Road,1441 - 1535 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														43.39L  - 45.92L 							",,Ongoing,Possession: Jun-2018,Launched: Apr-2016, REGISTRATION NO. PR/KN/170801/000953
Sri Tirumala's Tranquil Residency,By Sri Tirumala Constructions And Developers in Chandapura-Sarjapura Road,Chandapura-Sarjapura Road,1215 - 1540 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														36.32L  - 46.04L 							",,Ongoing,,,
Sraddha Green Meadows,By  in Domlur,Domlur,1425 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														88L 							",,Ready-to-move,,,
B And B Pearl Peridot,By B And B Properties in Sarjapur Road,Sarjapur Road,1681 - 1745 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.87L  - 66.31L 							",,Ongoing,Possession: Jun-2020,, REGISTRATION NO. PR/KN/170809/001087
Pearl City,By Bharat And Bharath Properties in Sarjapur Road,Sarjapur Road,1200 - 2400 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														33L  - 66L 							",,Ready-to-move,Possession: Jul-2015,,
Apoorva Dew Drops,By ACAS Group in Anjanapura,Anjanapura,1080 - 1350 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														34.83L  - 43.53L 							",,Ready-to-move,,,
B And B Ruby,By B And B Properties in Chandapura,Chandapura,1702 - 2000 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														47.23L  - 55.50L 							",,Ready-to-move,,,
Maangalya Prosper Apartment,By Maangalya Developers in Anjanapura,Anjanapura,1794 - 1821 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														77.59L  - 78.75L 							",,Ready-to-move,,,
Sankalp Aspire,By  in Anjanapura,Anjanapura,1250 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.75L 							",,Ready-to-move,,,
JSR The Banyan,By JSR Enterprises Housing Ltd in Anjanapura,Anjanapura,1537 - 1582 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														65.70L  - 67.63L 							",,Ready-to-move,,,
Anand Somu Pristine,By Anand Group Bangalore in Anjanapura,Anjanapura,1935 - 3230 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														94.81L  - 1.58Cr 							",,Ready-to-move,Possession: Jan-2017,,
DS Max Stonescape,By DS MAX Properties Pvt. Ltd. in Anjanapura,Anjanapura,1228 - 1456 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														34.38L  - 40.76L 							",,Ongoing,Possession: Sep-2018,,
LGCL Luminaire Lifestyle Villas,By NSL Infratech Pvt Ltd. in Jeevanbheema Nagar,Jeevanbheema Nagar,2762 - 3815 sq.ft,"
								4 BHK Villa
								Availability*: Sold out
							","
														 
														2.50Cr  - 3.50Cr 							",,Ready-to-move,,,
Prestige Kew Gardens,By Prestige Group in Yemalur,Yemalur,1469 - 1607 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.01Cr  - 1.10Cr 							",,Ongoing,Possession: Jul-2019,, REGISTRATION NO. PR/KN/170726/000058
Oceanus Iris,By Oceanus Group in Anjanapura,Anjanapura,1436 sq.ft,"
								2.5 BHK Apartment
								Availability*: Yes
							","
														 
														64.62L 							",,Ongoing,Possession: Oct-2018,,
Sri Balaji Residency,By  in Whitefield,Whitefield,1203 - 1515 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														53.65L  - 67.56L 							",,Ready-to-move,,,
Chitrakut Basil,By Chitrakut Builders And Developers in Kaggadasapura,Kaggadasapura,1515 - 1575 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														68.17L  - 70.87L 							",,Ready-to-move,,,
SR Tamarind Tree,By  in LB Shastri Nagar,LB Shastri Nagar,1057 - 1105 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														34.88L  - 36.46L 							",,Ready-to-move,,,
Club Nest Lake View,By Club Nest in LB Shastri Nagar,LB Shastri Nagar,1636 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.30L 							",,Ready-to-move,,,
Citadil Sharath Paradise,By Citadil Construction in LB Shastri Nagar,LB Shastri Nagar,1065 - 1215 sq.ft,"
								2 BHK Apartment
								Availability*: Sold out
							","
														 
														43.13L  - 49.20L 							",,Ready-to-move,,,
PV Enclave,By  in LB Shastri Nagar,LB Shastri Nagar,925 - 1141 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														41.62L  - 51.34L 							",,Ready-to-move,,,
Hoysala Sri Krishna,By Hoysala Projects Pvt Ltd in RMV 2nd Stage,RMV 2nd Stage, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
IMG Windfall,By  in Anjanapura,Anjanapura,996 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														47.05L 							",,Ongoing,Possession: Aug-2017,,
Sraddha Temple Trees,By  in Domlur,Domlur,1025 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Rajnigandha Apartment,By  in Lavelle Road,Lavelle Road,1746 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.67Cr 							",,Ready-to-move,,,
Casa Lavelle 1,By  in Lavelle Road,Lavelle Road,4000 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														4.15Cr 							",,Ready-to-move,,,
Keshwell Apartment,By  in Lavelle Road,Lavelle Road,2200 - 3100 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														3.52Cr  - 4.96Cr 							",,Ready-to-move,,,
Brigade Lavelle 1,By Brigade Group in Lavelle Road,Lavelle Road,2200 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Prestige Ashcroft,By Prestige Group in Lavelle Road,Lavelle Road,3500 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														7.42Cr 							",,Ready-to-move,,,
Krishvi Deesha,By Krishvi Projects P Ltd in Lavelle Road,Lavelle Road,3300 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,Possession: May-2016,,
Ashed Regency Violet,By API in Lavelle Road,Lavelle Road, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Brigade Homestead,By Brigade Group in Lavelle Road,Lavelle Road,1140 - 1800 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Macivar Place,By  in Lavelle Road,Lavelle Road,1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Brigade Orchards Cedar ,By Brigade Group in Devanahalli,Devanahalli,721 sq.ft,"
								1 BHK Apartment
								Availability*: Sold out
							","
														NA							",,Ongoing,Possession: May-2018,Launched: Mar-2014,
Park Cubix,By Salarpuria Sattva Group in Devanahalli,Devanahalli,1282 - 1498 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														68.52L  - 79.14L 							",,Ongoing,Possession: Dec-2021,, REGISTRATION NO. PR/KN/170901/001749
Nitesh Buckingham Gate,By Nitesh Estates in Lavelle Road,Lavelle Road,4634 - 7648 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														11.12Cr  - 18.35Cr 							",,Ready-to-move,,,
Pavilion Villas at Brigade Orchards,By Brigade Group in Devanahalli,Devanahalli,4900 - 4940 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														3.91Cr  - 4.19Cr 							",,Ready-to-move,Possession: Jan-2017,Launched: Dec-2011,
Brigade Orchards Juniper,By Brigade Group in Devanahalli,Devanahalli,2800 - 3100 sq.ft,"
								3 BHK PentHouse
								Availability*: Yes
							","
														 
														1.28Cr  - 1.42Cr 							",,Ongoing,Possession: Dec-2019,Launched: Aug-2016, REGISTRATION NO. PR/KN/170730/000462
HSV Hilltown,By HSV Group Pvt Ltd in Devanahalli,Devanahalli,1200 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														21.60L 							",,Ready-to-move,,,
Brigade Atmosphere,By Brigade Group in Devanahalli,Devanahalli,3050 - 3410 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.82Cr  - 2.04Cr 							",,Ongoing,Possession: Feb-2020,Launched: Feb-2016, REGISTRATION NO. PR/KN/170730/000497
Saravana Esperanza,By Saravana Buildwell in Devanahalli,Devanahalli,2261 - 4000 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														1.15Cr  - 2.04Cr 							",,Ongoing,Possession: Jul-2017,,
Tulips Villas,By Dhammanagi Developerss Private Limited in Devanahalli,Devanahalli,4606 - 5126 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.86Cr  - 2.07Cr 							",,Ready-to-move,,,
Esteem Misty Hills,By  in Devanahalli,Devanahalli,1685 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														85.93L 							",,Ongoing,Possession: May-2017,,
Certainant City,By Certainant Infrastructures Pvt Ltd in Devanahalli,Devanahalli,1870 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														1.05Cr 							",,Ongoing,Possession: Aug-2017,,
Benchmark Sunshine,By Benchmark Group Of Companies in Devanahalli,Devanahalli,3340 - 3933 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.57Cr  - 1.85Cr 							",,Ready-to-move,,,
Brigade Orchards Deodar,By Brigade Group in Devanahalli,Devanahalli,1670 - 1740 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														81.66L  - 85.08L 							",,Ongoing,Possession: Apr-2018,Launched: Nov-2014,
Sobha Lifestyle,By Sobha Limited in Devanahalli,Devanahalli,3768 - 7295 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														3.77Cr  - 7.84Cr 							",,Ready-to-move,,,
Hiranandani Cottages,By House of Hiranandani  in Devanahalli,Devanahalli,2450 - 2820 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.45Cr  - 1.67Cr 							",,Ready-to-move,,,
Ashish Villas,By Aashish Developer And Builders in Devanahalli,Devanahalli,1555 - 2330 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														77.75L  - 1.16Cr 							",,Ongoing,Possession: Dec-2017,Launched: Oct-2013,
Brigade Orchards Chrysanthemum Villa,By Brigade Group in Devanahalli,Devanahalli,4910 - 4940 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														3.92Cr  - 3.94Cr 							",,Ready-to-move,,,
Parkside at Brigade Orchards,By Brigade Group in Devanahalli,Devanahalli,1020 - 1170 sq.ft,"
								1 BHK Apartment
								Availability*: Yes
							","
														 
														49.87L  - 57.21L 							",,Ongoing,Possession: Apr-2018,Launched: Mar-2014,
Hiranandani Upscale,By House of Hiranandani  in Devanahalli,Devanahalli,3390 - 4100 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.41Cr  - 2.92Cr 							",,Ready-to-move,,,
House Of Hiranandani Devanahalli,By House of Hiranandani  in Devanahalli,Devanahalli,1688 - 2850 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.18Cr  - 1.99Cr 							",,Ongoing,Possession: Dec-2017,,
The Retreat,By Sri Satya Sai Constructions in Devanahalli,Devanahalli,6299 - 6781 sq.ft,"
								5 BHK Villa
								Availability*: Yes
							","
														 
														3.50Cr 							",,Ready-to-move,,,
Brigade Orchards Carnation Villa,By Brigade Group in Devanahalli,Devanahalli,4900 - 4940 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														3.91Cr  - 4.19Cr 							",,Ready-to-move,,,
Kay Arr All Seasons,By Kay Arr And Co in Langford Town,Langford Town,3700 sq.ft,"
								5 BHK Apartment
								Availability*: Yes
							","
														 
														4.25Cr 							",,Ready-to-move,,,
Cornwell Classic,By  in Langford Town,Langford Town,1800 - 2600 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Zaffars Sterling Place,By Zaffars Sterling Estates Pvt Ltd in Langford Town,Langford Town,2054 - 3000 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.55Cr  - 3.73Cr 							",,Ready-to-move,,,
Hiranandani The Villas,By House of Hiranandani  in Devanahalli,Devanahalli,3390 - 4770 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.54Cr  - 3.57Cr 							",,Ready-to-move,,,
Golden Arch,By  in Langford Town,Langford Town, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Eagle Manor,By  in Langford Town,Langford Town,1417 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.25Cr 							",,Ready-to-move,,,
Angels Nest Apartment,By  in Langford Town,Langford Town,1230 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Pushparang Apartments,By  in Langford Town,Langford Town, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Kay Arr No 10 Berlie,By Kay Arr And Co in Langford Town,Langford Town,2100 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.89Cr 							",,Ready-to-move,,,
Kay Arr Ssan Silsila,By Kay Arr And Co in Langford Town,Langford Town,2118 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														2.01Cr 							",,Ready-to-move,,,
SNN Raj Etternia,By S N N Builders Pvt Ltd in Haralur Road,Haralur Road,565 sq.ft,"
								1 BHK Apartment
								Availability*: Sold out
							","
														 
														40.87L 							",,Ongoing,Possession: Dec-2018,Launched: Oct-2014, REGISTRATION NO. PR/KN/170731/000655
Vaishnavi Prime,By Vaishnavi Group in Langford Town,Langford Town,2455 - 2608 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														2.69Cr  - 2.86Cr 							",,Ready-to-move,,,
White Pearl,By  in Kudlu Gate,Kudlu Gate,980 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														38.22L 							",,Ready-to-move,,,
Gruha Kalyan Blue Bell,By Gruha Kalyan in Kudlu Gate,Kudlu Gate,1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														30L 							",,Ongoing,Possession: Aug-2017,,
Estella Gracious,By Estella Projects Pvt Ltd. in Kudlu Gate,Kudlu Gate,1297 - 1646 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														40.20L  - 51.02L 							",,Ready-to-move,,,
Manjunatha Nivasa,By  in Bommanahalli,Bommanahalli,550 sq.ft,"
								2 BHK RowHouse
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
ACAS Garudadri Elite,By ACAS Group in Kudlu Gate,Kudlu Gate,1260 - 1450 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														47.80L  - 55.01L 							",,Ready-to-move,,,
Prakruthi Enclave,By Prakruthi Builders in Kudlu Gate,Kudlu Gate,1240 - 1330 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														39.68L  - 42.56L 							",,Ready-to-move,,,
Salarpuria Sattva Cadenza,By Salarpuria Sattva Group in Kudlu Gate,Kudlu Gate,1850 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.35Cr 							",,Ongoing,Possession: Jun-2018,Launched: Mar-2015, REGISTRATION NO. PR/KN/170731/000501
Bren Palms,By Bren Corporation in Kudlu Gate,Kudlu Gate,1145 - 1185 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														69.89L  - 72.33L 							",,Ready-to-move,Possession: Jan-2016,,
Sobha Saffron,By Sobha Limited in Kudlu Gate,Kudlu Gate,3400 - 3450 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														2.37Cr  - 2.40Cr 							",,Ready-to-move,,,
Srinivasa Varna,By Srinivasa Builders in Kudlu Gate,Kudlu Gate,1336 - 1363 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56.58L  - 57.62L 							",,Ready-to-move,Possession: Aug-2016,,
Niranjan Tridha,By Niranjan Developers in Kudlu Gate,Kudlu Gate,1563 - 1623 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														83.63L  - 90.23L 							",,Ready-to-move,Possession: Oct-2017,Launched: Jun-2015,
RMM Heights,By  in Kudlu Gate,Kudlu Gate,1400 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														55L 							",,Ready-to-move,,,
SRK Gardens,By Surya Shakti Greenlands in Kudlu Gate,Kudlu Gate,1632 - 1830 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														81.60L  - 91.50L 							",,Ready-to-move,,,
NSR Sarovar,By MRO Solutions (P) Limited in Kudlu Gate,Kudlu Gate,1424 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														43.78L 							",,Ready-to-move,,,
Keshava Enclave,By  in Kudlu Gate,Kudlu Gate,500 - 1000 sq.ft,"
								1 BHK Apartment
								Availability*: Yes
							","
														 
														37.50L  - 75L 							",,Ready-to-move,,,
MJR Platina,By MJR Builders Private Limited in Kudlu Gate,Kudlu Gate,1293 - 1649 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														55.27L  - 70.49L 							",,Ready-to-move,,,
Sumo Sonnet,By Sumo Properties in Kudlu Gate,Kudlu Gate,1145 - 1300 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														83.46L  - 93.96L 							",,Ongoing,Possession: Mar-2018,Launched: Sep-2015, REGISTRATION NO. PR/KN/170805/001134
DS Max Sambaram,By DS MAX Properties Pvt. Ltd. in Kudlu Gate,Kudlu Gate,1200 - 1461 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														40.50L  - 49.30L 							",,Ready-to-move,,,
Geetham Pride,By Geetham Constructions in Kudlu Gate,Kudlu Gate,1570 - 1709 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														54.95L  - 59.81L 							",,Ready-to-move,,,
Columbia GR Residency,By Columbia Developers Pvt Ltd in Kudlu Gate,Kudlu Gate,996 - 1342 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														34.86L  - 46.97L 							",,Ready-to-move,Possession: Dec-2016,,
Purva Westend,By Puravankara Limited in Kudlu Gate,Kudlu Gate,1194 - 1336 sq.ft,"
								2 BHK Apartment
								Availability*: Sold out
							","
														 
														91.63L  - 1.05Cr 							",,Ongoing,Possession: Dec-2018,Launched: Apr-2014, REGISTRATION NO. PR/KN/170729/000394
Axis Valencia,By Axis Concept Construction Pvt. Ltd. in Sarjapur Road,Sarjapur Road,3000 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.53Cr 							",,Ready-to-move,,,
Sairamineni ACR Lifestyle,By Sai Ramineni Builders and Developers in Kudlu Gate,Kudlu Gate,1420 - 1465 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.54L  - 54.20L 							",,Ongoing,Possession: Jun-2017,,
Gangothri SLV Meadows,By VSM Constructions in Kudlu Gate,Kudlu Gate,1350 - 1450 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														54.02L  - 58.02L 							",,Ready-to-move,,,
Uma Sree Dream World,By Uma Maheshwari Constructions Pvt Ltd in Kudlu Gate,Kudlu Gate,1395 - 1792 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														63.82L  - 80.64L 							",,Ready-to-move,,,
Landmark Pearl Tuscany,By Landmark Properties Developers & Builders in Kudlu Gate,Kudlu Gate,1030 - 1280 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														50.21L  - 62.40L 							",,Ready-to-move,,,
Madagascar The Hamlet,By C3 Group in Sarjapur Road,Sarjapur Road,1945 - 2472 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														1.09Cr  - 1.39Cr 							",,Ready-to-move,,,
Golden Woods,By Golden Gate Properties LTD in Sarjapur Road,Sarjapur Road,2300 - 4022 sq.ft,"
								3 BHK RowHouse
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Madagascar Villament,By C3 Group in Sarjapur Road,Sarjapur Road,1945 - 2472 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														1.18Cr  - 1.50Cr 							",,Ready-to-move,,,
Essem18 Ele Vana,By Essem18 Constructions in Sarjapur Road,Sarjapur Road,3080 - 3434 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														1.69Cr  - 1.88Cr 							",,Ready-to-move,,,
Nishant Prive,By Nishant Group in Sarjapur Road,Sarjapur Road,4500 - 4819 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.80Cr  - 3.13Cr 							",,Ready-to-move,Possession: Jan-2016,,
Surya Shakti 80 Trees,By Surya Shakti Greenlands in Bellandur Outer Ring Road,Bellandur Outer Ring Road,2551 - 2625 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.47Cr  - 1.52Cr 							",,Ready-to-move,,,
GM Reddys Royale,By Sri Reddy Developers in Bellandur Outer Ring Road,Bellandur Outer Ring Road,1420 - 1640 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.22L  - 79.95L 							",,Ready-to-move,,,
Green Glen Layout,By  in Bellandur Outer Ring Road,Bellandur Outer Ring Road,1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Challa Bliss,By Reputed Builder in Bellandur Outer Ring Road,Bellandur Outer Ring Road,1635 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														77.25L 							",,Ready-to-move,,,
Nikhar Heights,By Nikhar Estates in Bellandur Outer Ring Road,Bellandur Outer Ring Road,1364 - 1597 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														47.80L  - 56L 							",,Ready-to-move,,,
Hitech Anugraha,By Hitech Properties in BEML Layout,BEML Layout,1246 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														50.46L 							",,Ready-to-move,,,
Golden Cypress,By  in BEML Layout,BEML Layout,950 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Gayatri Niketan,By  in BEML Layout,BEML Layout,1217 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Urban Lake Front,By Inner Urban Infraestate P Ltd in Bellandur Outer Ring Road,Bellandur Outer Ring Road,1323 - 1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														 - 75L 							",,Ongoing,Possession: Jun-2017,,
M Square Melody,By  in BEML Layout,BEML Layout,1350 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.27L 							",,Ready-to-move,,,
Mantri Webcity,By Mantri Developers Pvt Ltd. in Hennur,Hennur,1250 - 1740 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														74.87L  - 1.04Cr 							",,Ongoing,Possession: Dec-2021,, REGISTRATION NO. PR/KN/170731/000608
CMRS Celestia,By CMRS Group in BEML Layout,BEML Layout,1589 - 1640 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Upcoming,Possession: Dec-2016,,
Bhartiya City,By Bhartiya City Developers Private Limited in Thanisandra Main Road,Thanisandra Main Road,1732 - 1742 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														85.73L  - 86.22L 							",,Ongoing,Possession: Mar-2021,Launched: Nov-2012,
Sobha City,By Sobha Limited in Thanisandra Main Road,Thanisandra Main Road,2005 - 2100 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														1.27Cr  - 1.38Cr 							",,Ready-to-move,Possession: Mar-2017,Launched: Jun-2011, REGISTRATION NO. PR/KN/170730/000429
DS Max Skycity,By DS MAX Properties Pvt. Ltd. in Thanisandra,Thanisandra,1853 - 2674 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														57.44L  - 82.89L 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170831/001878
LGCL Beautiful World,By LGCL in Hennur Road,Hennur Road,2801 - 3730 sq.ft,"
								4 BHK Villa
								Availability*: Sold out
							","
														NA							",,Ready-to-move,,,
Sobha City Aristos,By Sobha Limited in Hebbal,Hebbal,3735 - 3758 sq.ft,"
								4.5 BHK RowHouse
								Availability*: Yes
							","
														 
														3.22Cr  - 3.24Cr 							",,Ready-to-move,,,
Goyal Alanoville ,By Goyal & co. in Hennur Road,Hennur Road,2957 - 3450 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.29Cr  - 2.67Cr 							",,Ongoing,Possession: Dec-2017,Launched: Sep-2014, REGISTRATION NO. PR/KN/170729/000294
Bhartiya City Nikoo Homes,By Bhartiya City Developers Private Limited in Thanisandra Main Road,Thanisandra Main Road,1655 sq.ft,"
								3.5 BHK Apartment
								Availability*: Yes
							","
														 
														82.75L 							",,Ongoing,Possession: Mar-2021,Launched: Nov-2012, REGISTRATION NO. PR/KN/170729/000161
Supertech Micasa,By Supertech Limited in Thanisandra Main Road,Thanisandra Main Road,1386 - 1735 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														65.14L  - 81.54L 							",,Ongoing,Possession: Jun-2018,Launched: Jan-2014, REGISTRATION NO. PR/KN/170801/000509
Eswar Dhruvam,By Eswar Constructions in Chikkagubbi Village,Chikkagubbi Village,900 - 960 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														31.50L  - 33.60L 							",,Ongoing,Possession: Jan-2019,Launched: Oct-2017,
Kolte Patil Raaga,By Kolte Patil Developers Ltd in Hennur Road,Hennur Road,1172 - 1200 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														55.67L  - 57L 							",,Ready-to-move,,, REGISTRATION NO. PR/KN/170731/000856	
Sreeram Swagruha,By  in Vidyaranyapura,Vidyaranyapura,1800 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														86.40L 							",,Ready-to-move,,,
Pushkar Mansion,By  in Vidyaranyapura,Vidyaranyapura,700 - 825 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														22.57L  - 26.60L 							",,Ready-to-move,,,
SSVR Lupine,By SSVR Builders in Vidyaranyapura,Vidyaranyapura,1350 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														88.08L 							",,Ready-to-move,,,
Guru Anandham Apartment,By  in Vidyaranyapura,Vidyaranyapura,1200 - 1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														50.40L  - 58.80L 							",,Ready-to-move,,,
